"","F_Type","M","M_Type","Multiplier","Parameter","Delta","Species","F","Catch","SSB","SBmsy","Fmsy","Cmsy"
"253","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.0204081632653061,1503443.63033744,76664821.75458,65318015.002237,0.0244895096537221,1531287.51268306
"254","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.0306122448979592,1479416.95785007,50784110.9540897,65318015.002237,0.0244895096537221,1531287.51268306
"255","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.0408163265306122,1218028.50518974,31691325.0364204,65318015.002237,0.0244895096537221,1531287.51268306
"256","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.0510204081632653,819322.008615904,17249011.6170647,65318015.002237,0.0244895096537221,1531287.51268306
"257","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.0612244897959184,341724.676440177,6068422.5458059,65318015.002237,0.0244895096537221,1531287.51268306
"258","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.0714285714285714,0.00418503055989328,0.0645262983929498,65318015.002237,0.0244895096537221,1531287.51268306
"259","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.0816326530612245,0.0042622895166081,0.0582865104718828,65318015.002237,0.0244895096537221,1531287.51268306
"260","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.0918367346938775,0.00431298835567653,0.0531744236481397,65318015.002237,0.0244895096537221,1531287.51268306
"261","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.102040816326531,0.004344590576647,0.048923891315498,65318015.002237,0.0244895096537221,1531287.51268306
"262","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.112244897959184,0.00436209949962683,0.0453434436293816,65318015.002237,0.0244895096537221,1531287.51268306
"263","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.122448979591837,0.00436897051575719,0.0422927055089562,65318015.002237,0.0244895096537221,1531287.51268306
"264","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.13265306122449,0.00436765707220587,0.0396669123253893,65318015.002237,0.0244895096537221,1531287.51268306
"265","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.142857142857143,0.00435994557954125,0.0373865670144441,65318015.002237,0.0244895096537221,1531287.51268306
"266","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.153061224489796,0.00434716619246145,0.0353904123565463,65318015.002237,0.0244895096537221,1531287.51268306
"267","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.163265306122449,0.00433032902063763,0.0336305751145389,65318015.002237,0.0244895096537221,1531287.51268306
"268","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.173469387755102,0.00431021438842097,0.0320691548684241,65318015.002237,0.0244895096537221,1531287.51268306
"269","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.183673469387755,0.00428743428323638,0.0306757907128851,65318015.002237,0.0244895096537221,1531287.51268306
"270","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.193877551020408,0.00426247493966195,0.0294258973200639,65318015.002237,0.0244895096537221,1531287.51268306
"271","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.204081632653061,0.00423572718717799,0.0282993694978876,65318015.002237,0.0244895096537221,1531287.51268306
"272","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.214285714285714,0.00420750838650644,0.0272796170442454,65318015.002237,0.0244895096537221,1531287.51268306
"273","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.224489795918367,0.00417807863681641,0.0263528371005913,65318015.002237,0.0244895096537221,1531287.51268306
"274","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.23469387755102,0.00414765280548145,0.0255074582073143,65318015.002237,0.0244895096537221,1531287.51268306
"275","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.244897959183673,0.00411640970058652,0.0247337116932197,65318015.002237,0.0244895096537221,1531287.51268306
"276","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.255102040816327,0.00408449915418441,0.0240232978039004,65318015.002237,0.0244895096537221,1531287.51268306
"277","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.26530612244898,0.00405204744392289,0.0233691224811451,65318015.002237,0.0244895096537221,1531287.51268306
"278","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.275510204081633,0.00401916159031564,0.0227650886689465,65318015.002237,0.0244895096537221,1531287.51268306
"279","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.285714285714286,0.00398593276494905,0.0222059292841785,65318015.002237,0.0244895096537221,1531287.51268306
"280","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.295918367346939,0.00395243894481503,0.0216870721060602,65318015.002237,0.0244895096537221,1531287.51268306
"281","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.306122448979592,0.00391874714638836,0.0212045305612954,65318015.002237,0.0244895096537221,1531287.51268306
"282","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.316326530612245,0.00388491515785288,0.0207548139472559,65318015.002237,0.0244895096537221,1531287.51268306
"283","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.326530612244898,0.00385099300899151,0.0203348538479889,65318015.002237,0.0244895096537221,1531287.51268306
"284","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.336734693877551,0.00381702407725898,0.0199419426694312,65318015.002237,0.0244895096537221,1531287.51268306
"285","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.346938775510204,0.00378304612680218,0.0195736831385814,65318015.002237,0.0244895096537221,1531287.51268306
"286","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.357142857142857,0.00374909213755099,0.0192279458415415,65318015.002237,0.0244895096537221,1531287.51268306
"287","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.36734693877551,0.00371519092521248,0.0189028331361714,65318015.002237,0.0244895096537221,1531287.51268306
"288","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.377551020408163,0.00368136773144295,0.0185966490248875,65318015.002237,0.0244895096537221,1531287.51268306
"289","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.387755102040816,0.00364764467012843,0.0183078733203673,65318015.002237,0.0244895096537221,1531287.51268306
"290","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.397959183673469,0.00361404122897187,0.0180351402495306,65318015.002237,0.0244895096537221,1531287.51268306
"291","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.408163265306122,0.0035805744620355,0.0177772189647652,65318015.002237,0.0244895096537221,1531287.51268306
"292","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.418367346938775,0.00354725945858406,0.0175329983342559,65318015.002237,0.0244895096537221,1531287.51268306
"293","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.428571428571429,0.00351410943266725,0.0173014722667028,65318015.002237,0.0244895096537221,1531287.51268306
"294","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.438775510204082,0.00348113603526902,0.017081728192899,65318015.002237,0.0244895096537221,1531287.51268306
"295","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.448979591836735,0.00344834951813736,0.0168729365410691,65318015.002237,0.0244895096537221,1531287.51268306
"296","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.459183673469388,0.00341575890100507,0.0166743417012796,65318015.002237,0.0244895096537221,1531287.51268306
"297","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.469387755102041,0.0033833720921234,0.0164852540153533,65318015.002237,0.0244895096537221,1531287.51268306
"298","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.479591836734694,0.00335119601702564,0.016305042880052,65318015.002237,0.0244895096537221,1531287.51268306
"299","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.489795918367347,0.0033192367529461,0.0161331307974348,65318015.002237,0.0244895096537221,1531287.51268306
"300","Optimum",0.05,"Length-Based",1.10517091807565,"M_a_All","Small+","long-lived",0.5,0.0032874995875509,0.0159689878493297,65318015.002237,0.0244895096537221,1531287.51268306
"301","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0,0,15752144.7517476,7626517.31404197,0.00397418570062034,29386.3514154761
"302","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.0102040816326531,0.000632773305110729,0.0643089753347028,7626517.31404197,0.00397418570062034,29386.3514154761
"303","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.0204081632653061,0.00102685891778414,0.0526850009257661,7626517.31404197,0.00397418570062034,29386.3514154761
"304","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.0306122448979592,0.00127998211013933,0.0442431884343153,7626517.31404197,0.00397418570062034,29386.3514154761
"305","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.0408163265306122,0.00144741052421631,0.0379504085892053,7626517.31404197,0.00397418570062034,29386.3514154761
"306","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.0510204081632653,0.00156105578182751,0.0331435926891694,7626517.31404197,0.00397418570062034,29386.3514154761
"307","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.0612244897959184,0.00163979076707091,0.0293886270641118,7626517.31404197,0.00397418570062034,29386.3514154761
"308","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.0714285714285714,0.00169508166643936,0.0263953986214278,7626517.31404197,0.00397418570062034,29386.3514154761
"309","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.0816326530612245,0.00173410152132594,0.0239659492864422,7626517.31404197,0.00397418570062034,29386.3514154761
"310","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.0918367346938775,0.00176147733292407,0.0219623731654662,7626517.31404197,0.00397418570062034,29386.3514154761
"311","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.102040816326531,0.00178028756113334,0.020286630326281,7626517.31404197,0.00397418570062034,29386.3514154761
"312","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.112244897959184,0.00179264296313276,0.0188676468272786,7626517.31404197,0.00397418570062034,29386.3514154761
"313","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.122448979591837,0.00180003241078623,0.0176529331749898,7626517.31404197,0.00397418570062034,29386.3514154761
"314","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.13265306122449,0.00180353375518573,0.0166030446663527,7626517.31404197,0.00397418570062034,29386.3514154761
"315","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.142857142857143,0.00180394562878175,0.0156878561392058,7626517.31404197,0.00397418570062034,29386.3514154761
"316","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.153061224489796,0.00180187212343804,0.0148840151345932,7626517.31404197,0.00397418570062034,29386.3514154761
"317","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.163265306122449,0.00179777844736667,0.0141731697357207,7626517.31404197,0.00397418570062034,29386.3514154761
"318","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.173469387755102,0.00179202861703227,0.0135407170032299,7626517.31404197,0.00397418570062034,29386.3514154761
"319","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.183673469387755,0.00178491134838096,0.0129749031623692,7626517.31404197,0.00397418570062034,29386.3514154761
"320","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.193877551020408,0.00177665852144656,0.0124661693953918,7626517.31404197,0.00397418570062034,29386.3514154761
"321","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.204081632653061,0.00176745832504788,0.012006667226767,7626517.31404197,0.00397418570062034,29386.3514154761
"322","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.214285714285714,0.00175746498133863,0.0115898963673398,7626517.31404197,0.00397418570062034,29386.3514154761
"323","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.224489795918367,0.00174680598878181,0.0112104301665389,7626517.31404197,0.00397418570062034,29386.3514154761
"324","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.23469387755102,0.00173558751361252,0.0108637045794865,7626517.31404197,0.00397418570062034,29386.3514154761
"325","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.244897959183673,0.00172389866036948,0.0105458555662636,7626517.31404197,0.00397418570062034,29386.3514154761
"326","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.255102040816327,0.00171181463489576,0.0102535908888409,7626517.31404197,0.00397418570062034,29386.3514154761
"327","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.26530612244898,0.00169939929490939,0.00998408933383508,7626517.31404197,0.00397418570062034,29386.3514154761
"328","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.275510204081633,0.00168670715582959,0.00973492034847983,7626517.31404197,0.00397418570062034,29386.3514154761
"329","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.285714285714286,0.00167378502452116,0.00950397968844291,7626517.31404197,0.00397418570062034,29386.3514154761
"330","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.295918367346939,0.00166067319707414,0.00928943667907406,7626517.31404197,0.00397418570062034,29386.3514154761
"331","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.306122448979592,0.00164740653868998,0.00908969188792174,7626517.31404197,0.00397418570062034,29386.3514154761
"332","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.316326530612245,0.00163401536823258,0.00890334240841681,7626517.31404197,0.00397418570062034,29386.3514154761
"333","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.326530612244898,0.00162052607767598,0.00872915262050575,7626517.31404197,0.00397418570062034,29386.3514154761
"334","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.336734693877551,0.00160696175953122,0.00856603056612826,7626517.31404197,0.00397418570062034,29386.3514154761
"335","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.346938775510204,0.00159334263987807,0.00841300774978341,7626517.31404197,0.00397418570062034,29386.3514154761
"336","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.357142857142857,0.00157968652986381,0.00826922267819912,7626517.31404197,0.00397418570062034,29386.3514154761
"337","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.36734693877551,0.00156600910882387,0.00813390647382183,7626517.31404197,0.00397418570062034,29386.3514154761
"338","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.377551020408163,0.00155232421417225,0.00800637096959059,7626517.31404197,0.00397418570062034,29386.3514154761
"339","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.387755102040816,0.00153864410437874,0.00788599867149207,7626517.31404197,0.00397418570062034,29386.3514154761
"340","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.397959183673469,0.00152497963233682,0.00777223392612706,7626517.31404197,0.00397418570062034,29386.3514154761
"341","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.408163265306122,0.00151134044512431,0.00766457561666916,7626517.31404197,0.00397418570062034,29386.3514154761
"342","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.418367346938775,0.00149773508612414,0.00756257052499725,7626517.31404197,0.00397418570062034,29386.3514154761
"343","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.428571428571429,0.00148417118824372,0.00746580813646574,7626517.31404197,0.00397418570062034,29386.3514154761
"344","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.438775510204082,0.00147065552637008,0.00737391555740035,7626517.31404197,0.00397418570062034,29386.3514154761
"345","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.448979591836735,0.00145719412127238,0.00728655339651543,7626517.31404197,0.00397418570062034,29386.3514154761
"346","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.459183673469388,0.0014437923884552,0.0072034124652433,7626517.31404197,0.00397418570062034,29386.3514154761
"347","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.469387755102041,0.00143045507844815,0.00712420994443327,7626517.31404197,0.00397418570062034,29386.3514154761
"348","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.479591836734694,0.00141718649664162,0.00704868738469046,7626517.31404197,0.00397418570062034,29386.3514154761
"349","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.489795918367347,0.00140399042664092,0.00697660760160197,7626517.31404197,0.00397418570062034,29386.3514154761
"350","Optimum",0.05,"Length-Based",1.22140275816017,"M_a_All","Big+","long-lived",0.5,0.00139087027278223,0.00690775298728818,7626517.31404197,0.00397418570062034,29386.3514154761
"351","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0,0,499999041.68301,165527838.645785,0.0424602537391713,6649813.55587714
"352","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.0102040816326531,3686565.47704546,371018537.580983,165527838.645785,0.0424602537391713,6649813.55587714
"353","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.0204081632653061,5553000.39965618,281731948.986533,165527838.645785,0.0424602537391713,6649813.55587714
"354","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.0306122448979592,6393711.07176165,218219199.965211,165527838.645785,0.0424602537391713,6649813.55587714
"355","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.0408163265306122,6645757.76866153,171803043.707843,165527838.645785,0.0424602537391713,6649813.55587714
"356","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.0510204081632653,6554566.15172683,137012708.373685,165527838.645785,0.0424602537391713,6649813.55587714
"357","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.0612244897959184,6259948.51256819,110303280.108956,165527838.645785,0.0424602537391713,6649813.55587714
"358","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.0714285714285714,5844160.51483811,89350827.2822276,165527838.645785,0.0424602537391713,6649813.55587714
"359","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.0816326530612245,5356133.57292106,72584756.1880532,165527838.645785,0.0424602537391713,6649813.55587714
"360","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.0918367346938775,4826648.37583019,58936003.9040462,165527838.645785,0.0424602537391713,6649813.55587714
"361","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.102040816326531,4274782.09061146,47648519.4877866,165527838.645785,0.0424602537391713,6649813.55587714
"362","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.112244897959184,3713560.74797166,38188853.6397851,165527838.645785,0.0424602537391713,6649813.55587714
"363","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.122448979591837,3151244.42626799,30162708.7128251,165527838.645785,0.0424602537391713,6649813.55587714
"364","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.13265306122449,2594027.29020974,23283143.6108497,165527838.645785,0.0424602537391713,6649813.55587714
"365","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.142857142857143,2045792.56593676,17329214.7255366,165527838.645785,0.0424602537391713,6649813.55587714
"366","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.153061224489796,1509495.6271288,12133872.5824882,165527838.645785,0.0424602537391713,6649813.55587714
"367","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.163265306122449,987173.996667529,7566764.32722866,165527838.645785,0.0424602537391713,6649813.55587714
"368","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.173469387755102,480241.810665955,3525134.71237268,165527838.645785,0.0424602537391713,6649813.55587714
"369","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.183673469387755,0.00947993753893478,0.066890367489452,165527838.645785,0.0424602537391713,6649813.55587714
"370","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.193877551020408,0.00941405093072132,0.0640686034868719,165527838.645785,0.0424602537391713,6649813.55587714
"371","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.204081632653061,0.00934526744555316,0.0615304797571761,165527838.645785,0.0424602537391713,6649813.55587714
"372","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.214285714285714,0.0092741621475778,0.0592371633130067,165527838.645785,0.0424602537391713,6649813.55587714
"373","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.224489795918367,0.00920120692674506,0.0571564889607075,165527838.645785,0.0424602537391713,6649813.55587714
"374","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.23469387755102,0.00912678771214535,0.0552615718623831,165527838.645785,0.0424602537391713,6649813.55587714
"375","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.244897959183673,0.00905122241349476,0.0535297778292858,165527838.645785,0.0424602537391713,6649813.55587714
"376","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.255102040816327,0.00897477478364374,0.0519419250951456,165527838.645785,0.0424602537391713,6649813.55587714
"377","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.26530612244898,0.0088976649458175,0.0504816575082489,165527838.645785,0.0424602537391713,6649813.55587714
"378","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.275510204081633,0.00882007765505896,0.0491349489946172,165527838.645785,0.0424602537391713,6649813.55587714
"379","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.285714285714286,0.00874216871937144,0.0478897077338556,165527838.645785,0.0424602537391713,6649813.55587714
"380","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.295918367346939,0.00866407017818282,0.0467354583088509,165527838.645785,0.0424602537391713,6649813.55587714
"381","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.306122448979592,0.00858589433134549,0.0456630835680764,165527838.645785,0.0424602537391713,6649813.55587714
"382","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.316326530612245,0.00850773703895591,0.0446646143579573,165527838.645785,0.0424602537391713,6649813.55587714
"383","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.326530612244898,0.00842968036704733,0.0437330567181707,165527838.645785,0.0424602537391713,6649813.55587714
"384","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.336734693877551,0.00835179482195608,0.0428622495295102,165527838.645785,0.0424602537391713,6649813.55587714
"385","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.346938775510204,0.00827414101813243,0.0420467453847859,165527838.645785,0.0424602537391713,6649813.55587714
"386","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.357142857142857,0.00819677127935199,0.0412817122562667,165527838.645785,0.0424602537391713,6649813.55587714
"387","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.36734693877551,0.00811973074366168,0.0405628497915948,165527838.645785,0.0424602537391713,6649813.55587714
"388","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.377551020408163,0.00804305843374079,0.0398863194815915,165527838.645785,0.0424602537391713,6649813.55587714
"389","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.387755102040816,0.00796678813509797,0.0392486853860083,165527838.645785,0.0424602537391713,6649813.55587714
"390","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.397959183673469,0.0078909490154611,0.0386468631040087,165527838.645785,0.0424602537391713,6649813.55587714
"391","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.408163265306122,0.00781556634729832,0.0380780771652594,165527838.645785,0.0424602537391713,6649813.55587714
"392","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.418367346938775,0.00774066194962118,0.0375398236322427,165527838.645785,0.0424602537391713,6649813.55587714
"393","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.428571428571429,0.0076662546430876,0.0370298383008764,165527838.645785,0.0424602537391713,6649813.55587714
"394","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.438775510204082,0.00759236062871152,0.0365460691784403,165527838.645785,0.0424602537391713,6649813.55587714
"395","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.448979591836735,0.00751899381513894,0.0360866526408976,165527838.645785,0.0424602537391713,6649813.55587714
"396","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.459183673469388,0.00744616606949032,0.0356498925543014,165527838.645785,0.0424602537391713,6649813.55587714
"397","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.469387755102041,0.00737388751966421,0.0352342424788112,165527838.645785,0.0424602537391713,6649813.55587714
"398","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.479591836734694,0.00730216667891791,0.0348382894431947,165527838.645785,0.0424602537391713,6649813.55587714
"399","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.489795918367347,0.00723101067774504,0.0344607403104047,165527838.645785,0.0424602537391713,6649813.55587714
"400","Optimum",0.05,"Length-Based",1,"M_a_Juv","Default","long-lived",0.5,0.0071604254352737,0.0341004096377879,165527838.645785,0.0424602537391713,6649813.55587714
"401","Optimum",0.05,"Length-Based",0.818730753077982,"M_a_Juv","Big-","long-lived",0,0,2046574543.14846,520388142.132792,0.0733430098894835,34956112.0343772
"402","Optimum",0.05,"Length-Based",0.818730753077982,"M_a_Juv","Big-","long-lived",0.0102040816326531,15626224.7094221,1571170820.18019,520388142.132792,0.0733430098894835,34956112.0343772
"403","Optimum",0.05,"Length-Based",0.818730753077982,"M_a_Juv","Big-","long-lived",0.0204081632653061,24510367.1957198,1242089934.17004,520388142.132792,0.0733430098894835,34956112.0343772
"404","Optimum",0.05,"Length-Based",0.818730753077982,"M_a_Juv","Big-","long-lived",0.0306122448979592,29575097.7937376,1007980170.99111,520388142.132792,0.0733430098894835,34956112.0343772
